gene,lfc,q
PCP4L1,-0.564476913,0.040964545
CHST5,-0.564449402,0.026644216
FAT2,-0.564316746,0.048848945
NRIP3,-0.564166633,0.015332878
NECTIN1,-0.564023254,0.000396925
NPIPB4,-0.563934531,0.00759846
FILIP1,-0.563251328,0.011468642
TRIM17,-0.562953547,0.008020747
ZNF337,-0.562866273,0.03907132
CALN1,-0.562803398,0.031961946
KIF13B,-0.562631095,0.042272154
PABPC3,-0.560820402,0.039737282
SLC7A4,-0.560457665,0.023950681
SLC25A13,-0.55984349,0.020368386
SLC22A18,-0.559288863,0.010433963
RUSF1,-0.559063902,0.000750268
NAA80,-0.558900058,3.47E-05
MYH15,-0.557949381,0.004841888
DCAF16,-0.555880823,6.26E-05
CDT1,-0.555553924,0.001421819
COL20A1,-0.555421337,0.009541484
MAP3K11,-0.555382462,0.011255796
FAM90A1,-0.553959045,0.002846255
LINC01649,-0.553896425,0.03870872
IQSEC3,-0.553630019,0.014728791
FADS6,-0.55359437,0.037057756
LINC00632,-0.553276092,0.000268913
FLRT1,-0.553158094,0.003753071
RNF123,-0.552703176,0.002329612
LINC00467,-0.55247913,0.014724389
TTLL9,-0.551746008,0.021879226
MIAT,-0.551572714,0.009558759
PPFIA4,-0.551404062,0.022402883
AGRN,-0.551143599,0.000679322
MEX3D,-0.550182473,0.005519946
C20orf203,-0.549893823,0.003652463
CALY,-0.54833378,0.009951602
NKPD1,-0.547987746,0.032810418
WDR97,-0.547711229,0.043894674
VWA3A,-0.547662333,0.016749266
APLP1,-0.547431364,0.009325434
RBM20,-0.547121304,0.015094134
ABCG5,-0.547095212,0.023146512
SLIT3,-0.546990166,0.017425021
ADORA1,-0.546556416,7.53E-05
HIPK4,-0.546348176,0.008127497
TECTA,-0.546319828,9.95E-07
LINC02449,-0.545428222,0.001212476
AIF1L,-0.54480912,0.042583302
EWSAT1,-0.544563333,0.029116178
SORCS2,-0.543560744,0.006768115
NOXA1,-0.542782608,0.004697156
ATAD3B,-0.542430455,1.39E-05
PRR36,-0.542386083,0.019814043
EPHA1,-0.542148648,0.049373328
CDC42EP2,-0.541936452,0.041862146
AMPD3,-0.540837085,0.01508565
ARHGEF2,-0.540227992,2.39E-05
MAGEL2,-0.538958702,0.005935064
PCNX2,-0.537416815,0.001380295
SYP,-0.537277958,0.018838608
ZNF541,-0.537026109,0.014810713
LDLRAD4,-0.536811281,0.002082972
ABCC3,-0.536445019,0.041161057
CES3,-0.536340394,0.000783388
PLBD2,-0.536016464,3.04E-06
MICALL1,-0.535121804,0.037224968
BAIAP2L2,-0.535065772,0.000273442
LRRC73,-0.534912111,0.027493779
DOP1B,-0.534817435,0.0041051
PCBP4,-0.533711681,0.011471859
RAB36,-0.533668246,0.001542492
SPEF1,-0.533567094,0.031712867
PODXL2,-0.53283368,5.67E-05
ANKRD24,-0.532805581,0.007554759
C2orf16,-0.532201333,0.030091589
RNF31,-0.532101529,0.001256562
DNAH9,-0.531511449,0.018887385
STARD9,-0.531194564,0.025184623
TRIM45,-0.530877796,1.87E-05
NEFM,-0.530633563,0.046440685
SCN2B,-0.530431963,0.008464528
PTGES3L,-0.530219,0.001016931
TUBA4A,-0.530203467,0.011973644
PLPPR1,-0.528595556,0.017509987
CACNA1G,-0.528374641,0.044680652
TRPM2,-0.528317002,0.000469005
SLC26A1,-0.528315971,0.008317063
PIGZ,-0.528179284,0.000124968
DNAJB5,-0.527896442,0.000885386
CEP170B,-0.527289115,0.005496394
SCN11A,-0.527077888,0.012865737
SFXN2,-0.527059723,0.001035845
MSTO1,-0.525627114,5.23E-06
MEI1,-0.524821407,0.026267502
LENG8,-0.524479954,0.005746969
GLB1L2,-0.523894906,0.001300832
ATP2C2,-0.523764832,7.36E-05
RPH3A,-0.523527328,0.025725066
MYCN,-0.523285382,0.005436741
RHOV,-0.522390818,0.048566331
CCDC71,-0.522292735,3.27E-05
TMEM179,-0.521864278,0.000219371
FASN,-0.521550144,0.000630392
SCN5A,-0.520763837,0.045649488
RASGRF1,-0.520569392,0.012540385
ALKBH6,-0.520483668,7.60E-06
RASL10A,-0.52045408,0.020369007
ANXA6,-0.519935462,0.009451719
TUBG2,-0.519216506,6.34E-07
RNF207,-0.518603198,0.00842912
CUEDC1,-0.518061449,0.0291269
GPC2,-0.517608924,0.024323247
CYB561D2,-0.516699098,0.000220066
KCNF1,-0.516541448,0.041727314
KCNA1,-0.516325948,0.041780107
BACE1,-0.515827914,0.003256358
PCSK7,-0.51517747,0.006302332
SLC27A4,-0.514463966,9.63E-05
STAG3,-0.514106356,0.008681761
PTPRS,-0.513481616,5.16E-05
FANCA,-0.513380204,0.001786275
LOC101928982,-0.513006905,0.034317416
ARHGAP22,-0.511959363,0.021159911
MYOZ2,-0.511678235,0.026609324
PAQR4,-0.511448114,0.019503912
SHISAL1,-0.510294406,0.048682029
PKMYT1,-0.51006982,0.001626718
FAAH,-0.509811533,0.007879261
BRD9,-0.509707893,7.18E-08
GP6,-0.509629344,0.021446903
DBF4B,-0.509290412,0.002763853
NDRG4,-0.508739323,0.002177316
EFR3B,-0.508439312,0.00010131
SPNS1,-0.508113814,0.008832371
SNORC,-0.507307407,0.037884064
DAGLA,-0.506964129,0.028183389
DUBR,-0.506544396,0.007996409
INTS3,-0.506504886,0.001023394
SPEG,-0.506348604,0.00236388
ANKRD52,-0.506167227,0.000494883
FAM184B,-0.505845819,0.005287481
ATP2B2,-0.505641809,0.024109081
ABHD11,-0.505369941,0.001194822
ENO2,-0.505197623,0.002795727
GDPGP1,-0.505173459,0.000251878
ZNF596,-0.505082162,0.009145229
HRK,-0.505014339,0.045490764
ARHGAP1,-0.504409713,0.004385443
NOCT,-0.504204221,0.028909299
SEMA4C,-0.503960118,0.007964812
TMEM163,-0.503589747,0.0051389
LMF1,-0.502923047,0.001071433
PROC,-0.50271892,0.027141946
CLSTN3,-0.502472305,0.037277876
PGAP2,-0.501755135,0.004616469
TDRKH,-0.501480314,0.000254777
MYO15B,-0.50133898,0.045528064
ACAP3,-0.501151646,0.001375199
PRMT8,-0.501085352,0.030855073
ZFPM1,-0.500527827,0.016120673
MICAL3,-0.500525502,0.025789631
EIF3CL,-0.500520246,0.049373328
NRXN2,-0.500334985,0.000798564
DNAAF1,-0.499846017,0.024596613
KIF24,-0.499657289,0.008481728
LRFN2,-0.499521766,0.043154098
PHF7,-0.498960451,0.005702986
GRIN1,-0.498539343,0.024418623
NRXN3,-0.497437846,0.028359422
ACP2,-0.497175981,3.27E-05
ZNF534,-0.496716102,0.016858448
TKFC,-0.496136627,5.61E-06
HS3ST5,-0.496010247,0.02190125
NKAIN2,-0.495982733,0.005250368
TAMALIN,-0.495822343,0.010327743
GUSBP1,-0.495359073,0.011874015
PACSIN1,-0.495281528,0.020529526
BBS5,-0.494175615,4.63E-11
EXOC7,-0.492457207,0.01052969
EVI5L,-0.492294017,0.000399564
CCKBR,-0.491272856,0.034854525
ABCB8,-0.490864487,2.71E-05
LRRC20,-0.490311599,0.000445921
SYT12,-0.489513818,0.039175031
EXOC3L1,-0.488540397,0.004055544
SPSB4,-0.488485362,0.006435042
PIK3C2B,-0.4883989,0.046809076
FNDC5,-0.487856934,0.02389212
OCA2,-0.487272005,0.046925582
C1QTNF4,-0.487097456,0.047085604
SPDYE3,-0.486683204,0.001838372
LOC102724532,-0.486575224,0.005037721
PRKCG,-0.486548735,0.030091589
RNF112,-0.485925347,0.003748913
FBXO16,-0.485901782,0.012029264
CASKIN1,-0.485899567,0.038816196
FSCN1,-0.485863525,0.000719759
RTEL1-TNFRSF6B,-0.48546586,0.021645438
MRPL20-AS1,-0.48510623,1.54E-05
NEK8,-0.483871071,0.022360892
KIFC2,-0.483492616,0.00294042
VIPR1,-0.483209784,0.001609318
SERTAD4,-0.48312969,0.010286418
ABCG4,-0.482606347,0.026842341
TMEFF2,-0.482047642,0.009145229
NIPAL3,-0.481768807,0.004448047
APBB3,-0.481655236,6.56E-09
XYLB,-0.481427938,0.048905396
GFRA1,-0.481184966,0.0274608
PDXP,-0.480086241,0.042372772
C11orf24,-0.479127188,0.00042518
TMEM198,-0.478753638,0.000103865
SRD5A1,-0.478618122,0.000394688
EML2,-0.478401692,0.007098599
IKBKG,-0.478204242,0.000821722
ZNF837,-0.478155718,0.021102192
AK8,-0.478060107,0.035653342
MYL5,-0.477597007,0.009495518
MIR600HG,-0.475864709,0.004098391
ATP13A2,-0.475730732,0.000773719
RNFT2,-0.475244758,0.000100731
LINGO1,-0.475157319,0.028183389
GALNT17,-0.47503992,0.04124937
INSM1,-0.474245155,0.010372004
SCGB2B2,-0.473847512,0.042809313
MAP3K9,-0.473442785,0.031420168
CHTF18,-0.473429966,0.015189935
NUP210,-0.472957578,0.001639358
TRAPPC9,-0.472882167,1.43E-05
SLC35E3,-0.472722859,9.89E-08
TMEM38A,-0.472682657,0.01484017
LAS1L,-0.472511515,0.000196492
NYAP1,-0.472272377,0.006107095
E2F1,-0.471764923,0.003700527
BCKDK,-0.471496603,1.79E-06
FTH1,-0.4708555,0.008785213
SPTBN2,-0.470803273,0.034521223
PROSER3,-0.470526624,0.008465862
ASMTL,-0.470182727,2.53E-06
MAP3K12,-0.470092762,0.002001321
CARMIL3,-0.469951417,0.032749518
UNKL,-0.469837604,0.000268886
PAOX,-0.469610237,0.006327631
ATP6V0E2,-0.467490226,2.95E-05
CFAP74,-0.46699396,0.024519397
ANO8,-0.466979651,0.011162153
ZFR2,-0.466036141,0.015235952
B4GALNT3,-0.465890112,0.030226285
SLC16A6,-0.465403987,0.034281803
NKD2,-0.465212536,0.030885762
SIK3,-0.464930102,0.002147448
CNTNAP1,-0.464859519,0.012010213
CACNB1,-0.464572322,0.006159413
ZNF707,-0.464135435,1.09E-06
ZNF839,-0.463865816,6.85E-05
PRR12,-0.46378984,0.008681761
CCDC180,-0.463493236,0.005590363
DGKQ,-0.463457325,4.76E-05
ZNF710,-0.463423012,0.044827102
SRD5A3,-0.463030766,0.001282553
SLC43A2,-0.462962819,0.000960819
AGAP2,-0.462739754,0.024365617
TMEM121B,-0.461931026,0.008960156
ZNF554,-0.461577158,2.77E-05
CFAP65,-0.461570083,0.013096053
GRASLND,-0.461555865,0.020009043
DLK2,-0.460758938,0.01205279
MAP1B,-0.460607718,0.008914365
B3GNTL1,-0.460428747,5.72E-05
RETSAT,-0.46022907,0.000135811
SH3GLB2,-0.459889123,7.13E-05
A1BG,-0.459687865,0.026300915
LOC100130691,-0.459379291,0.000657993
PNMA8B,-0.458581515,0.019459052
AGPAT4,-0.458563747,0.013561505
TFAP2E,-0.45818644,0.046036604
FNBP1,-0.457646057,0.041315429
NAPA,-0.457561268,0.000876014
RAP1GAP2,-0.457493128,0.034923285
RHOBTB2,-0.456910909,0.014386013
MAPK8IP3,-0.456730236,0.000547668
MROH1,-0.456704481,0.006572606
FAM171A2,-0.456038623,0.037034261
POU2F2,-0.455821744,0.014810713
CCDC148,-0.455414116,0.019498774
CCDC57,-0.455046223,0.003911816
DSCAML1,-0.454918484,0.020866327
CYP51A1,-0.454834022,0.024792313
CAMKK2,-0.454292455,0.022990011
LPCAT4,-0.454086093,0.002235103
TRIM67,-0.453248026,0.002856044
GPRASP1,-0.453220307,0.017935625
ANKMY1,-0.452169524,0.005641193
PHF24,-0.451869772,0.048616616
ZNF449,-0.451616738,0.009118256
MAN2A2,-0.451336028,0.021179543
LRFN3,-0.450939773,0.001074995
NFIC,-0.450634265,0.008297415
LGI3,-0.449897376,0.011364157
PNPO,-0.449677504,0.001282586
RRP7A,-0.449424223,0.00021485
CALM3,-0.449292168,0.01765219
KCNH3,-0.449105954,0.027847279
KAZN,-0.448790876,0.001294157
AARS2,-0.448225561,0.000284428
RPS6KA4,-0.447601576,0.000268254
TNFAIP2,-0.447498095,0.000243891
EPHB3,-0.447208646,0.006843113
CCR10,-0.446978273,0.012442119
LOC101927837,-0.445720272,0.019498774
CPS1,-0.445705098,0.017069073
RAD54L2,-0.445390001,0.00118867
ZNF382,-0.445332599,0.030855353
ZNF497,-0.445331901,0.001108176
DYNC1I1,-0.445286073,0.037775985
CCDC9B,-0.445184756,0.030885762
TRIM62,-0.444023104,0.048848945
ASH1L-AS1,-0.443879697,0.016406517
RASGEF1C,-0.443719248,0.037057756
NUP93,-0.44317092,0.000236511
PCYT2,-0.442925467,6.11E-05
TMEM141,-0.442806146,0.000139259
ZFP69B,-0.442664195,0.034441405
SAMD10,-0.442026346,0.009351667
SZT2,-0.441022175,0.013089514
GRIPAP1,-0.440976541,2.35E-05
RAB3A,-0.440344992,0.041449359
SHISA4,-0.440268158,0.000221122
ZNF587,-0.439800538,0.000316223
NECAB3,-0.439790034,0.000547121
PACS2,-0.439644364,0.00641069
CCDC113,-0.439474056,0.008669552
PNPLA7,-0.439335236,0.018652497
SLC27A1,-0.439151906,0.038555602
SBF1,-0.439030454,0.004952291
TMEM229B,-0.438997987,0.011581067
SLC24A2,-0.438790966,0.017179966
TCP11L1,-0.438092731,0.042440413
FNDC4,-0.437674232,0.005972397
NICN1,-0.437131743,0.000850856
TSC2,-0.436956242,0.004940719
ZNF213,-0.436861193,0.002011277
CNNM4,-0.436526362,0.002251423
FAM86B1,-0.435993362,0.007121645
RIIAD1,-0.435939597,0.036617446
L3MBTL1,-0.435766879,8.54E-05
ATP6V0D1,-0.43574702,0.000422988
D2HGDH,-0.435642812,0.002797586
NOL6,-0.435572562,0.000156694
FBXL12,-0.434993346,0.000683662
HSD17B8,-0.434978582,0.014068708
KRBA1,-0.43495632,8.75E-05
NDOR1,-0.434933686,0.019856579
GIPC1,-0.434749567,0.000845947
NAT8L,-0.434594179,0.000625057
FJX1,-0.434030585,0.004824396
CNIH3,-0.433723287,0.035653342
IGSF8,-0.433336013,0.000781558
PIP5KL1,-0.433282304,0.03137469
LINC02731,-0.432754174,0.034994044
KMT2B,-0.432581025,0.006740495
DHCR24,-0.431947941,0.021228006
ALS2CL,-0.431838933,0.041332803
SYNGR1,-0.431729163,0.019963055
MECR,-0.431360949,0.000320533
PCDH1,-0.430808203,0.030204494
MFSD14C,-0.430253646,0.024746902
ARHGAP33,-0.430206897,0.003798261
PFAS,-0.430132824,7.49E-05
NOL9,-0.430054408,2.01E-05
CDCA8,-0.430023873,0.028659225
LANCL1,-0.429094421,0.013571745
RAP1GAP,-0.428975498,0.001933661
PRRT3,-0.4288903,0.003632951
KCND1,-0.428315348,0.043437492
TMEM169,-0.42807771,0.008495026
MTR,-0.427494623,0.001053118
KCNIP3,-0.427370853,0.042723205
PI4KA,-0.426665733,0.025000023
ZFYVE28,-0.42662579,0.008784108
SNX8,-0.426069885,0.001877352
NOTUM,-0.425577621,0.038792168
PCBP3,-0.42531906,0.045650421
CTNNBIP1,-0.425266793,6.59E-05
PDE4A,-0.424543273,0.015094134
SMYD2,-0.424476115,0.034051794
FPGS,-0.423770036,0.001137946
GGT7,-0.42362747,0.000222323
SIDT1,-0.423587276,0.029047365
ANK3,-0.423583927,0.018768278
CDHR3,-0.423153186,0.019083968
AMER3,-0.422771348,0.049720757
FAM131A,-0.422554687,0.008049433
LINC00863,-0.421447291,0.042930466
DYNLL2,-0.421403196,1.49E-05
SLC2A6,-0.421264895,0.004566412
TMEM241,-0.421161031,0.010292612
MAP4,-0.420433715,0.005671975
FGF22,-0.419782844,0.024850603
FAM102A,-0.419424584,0.026953177
RANBP17,-0.419417068,0.017580208
SLC9A1,-0.419001649,0.001598092
SEMA6B,-0.418935438,0.033917477
ANKS6,-0.418768257,0.012686979
CX3CL1,-0.418708082,0.03075645
FABP3,-0.418569321,0.036112759
STRADA,-0.418346613,0.00082742
ATP2B3,-0.418244638,0.039004049
MPP2,-0.417942161,0.000388003
NCOR2,-0.417856983,0.007078262
MVK,-0.417591332,0.012306935
ZNF696,-0.417409192,1.66E-05
TESC,-0.417064375,0.0439127
RNF165,-0.416618222,0.044927483
ZDHHC24,-0.416352255,0.000118738
TOM1L2,-0.41570233,0.00022695
MTBP,-0.415288834,0.042929388
SHISA7,-0.414141301,0.012264977
SPAG8,-0.413166052,0.048907552
CCDC96,-0.413068869,0.008986206
PNKD,-0.412963795,0.00049073
CCND2,-0.412954234,0.007651214
ADGRA1,-0.412919559,0.041652511
OGFOD2,-0.412554388,0.007608399
TTYH3,-0.412023272,0.011214282
MAP1A,-0.411583692,0.012622907
NFASC,-0.411498699,0.028230675
ALDH1B1,-0.411166085,0.014477064
ALDH1A3,-0.410964561,0.006847793
NEU4,-0.410954311,0.032343362
TSPOAP1,-0.410869299,0.027848532
FAM83H,-0.410639222,0.026196218
PXDN,-0.410633824,0.016981706
ASPHD1,-0.41045332,0.01560072
B9D1,-0.410422597,0.00202657
CYP2E1,-0.409896681,0.005035213
MAN2C1,-0.409415974,0.001702356
ACE,-0.409070347,0.037503811
TSR2,-0.40902681,5.66E-05
SPATA2L,-0.408811534,0.046799093
SLC35F6,-0.408521368,4.38E-07
CFAP46,-0.408202962,0.023399544
C1orf159,-0.408132629,0.004444666
ZKSCAN3,-0.408073111,0.000422219
TTLL3,-0.408022942,0.0163553
DCTN1,-0.40797054,0.0017087
PSKH1,-0.407553589,0.010292612
CD99L2,-0.407505953,0.002508564
ADAT1,-0.405920719,0.001365184
ADAM23,-0.405898845,0.034405785
TLNRD1,-0.405870806,5.47E-06
MMP24,-0.405116361,0.048746507
ARHGEF11,-0.404980463,0.012449904
CLN8,-0.404554499,0.034813749
FOXRED1,-0.404407703,2.66E-05
G6PD,-0.404216533,0.001035845
ZNF629,-0.404058996,7.66E-05
TMEM120B,-0.403815811,0.03075645
OGDHL,-0.403696473,0.011816893
CDH24,-0.403455805,0.027944416
ROGDI,-0.403277366,0.004864682
WNT9A,-0.403235436,0.041202288
CADM4,-0.403192586,0.002904685
APEH,-0.403167082,0.001212948
SLITRK1,-0.403107236,0.025876977
TMEM86B,-0.402931909,0.049532459
SAPCD2,-0.402393603,0.026400801
OPRL1,-0.402266732,0.047536505
ZNF557,-0.401977589,0.002276857
SLC29A2,-0.401750064,0.007509313
FAM131B,-0.401640981,0.005711193
PTPA,-0.400549632,1.74E-05
BRF1,-0.400362408,0.000585037
PSMG3-AS1,-0.400214871,0.005154986
PRUNE2,-0.400118042,0.01676536
NEU3,-0.400074325,0.000120793
KIAA0895L,-0.399912927,0.007004244
TRMT44,-0.399185247,0.009114071
RAB40C,-0.399027927,0.000761094
ACTN2,-0.398639805,0.007111663
MMACHC,-0.397838951,0.000113281
DTX4,-0.397454361,0.005671975
HMGCR,-0.397437305,0.014961446
TRMT9B,-0.397167874,0.014865962
TMEM59L,-0.396980356,0.010255957
WDR90,-0.396401018,0.033705416
DEPDC5,-0.396258938,0.002733013
ADGRB1,-0.395666596,0.042440413
CHRNA4,-0.395248971,0.006841697
TECPR1,-0.395112372,0.000431213
MGRN1,-0.394822474,0.001265348
FAM71E1,-0.39456522,0.027754889
ACAT2,-0.394203815,0.009244359
HGH1,-0.393480677,0.001871214
TRAPPC6A,-0.393286105,0.031122419
KIF1A,-0.393073975,0.00381861
CHP1,-0.392755781,0.00124432
CABP7,-0.392624344,0.048822977
ALPK3,-0.392285256,0.026536227
TPPP,-0.39222483,0.009026021
PYCR2,-0.391843138,0.00358653
OGFOD3,-0.390982617,0.004243428
NTNG2,-0.39051237,0.018003465
TBC1D10B,-0.390508052,0.000351979
SMURF1,-0.390058833,7.39E-05
KIAA0513,-0.389389057,0.049887715
BDH1,-0.389340299,0.002674137
USP5,-0.389031695,0.001016934
LRRC43,-0.388705348,0.028437556
MIR9-3HG,-0.388632163,0.02535673
ESYT1,-0.387822087,0.000483483
GABARAPL1,-0.387515893,0.030614836
CAND2,-0.387494725,0.000836709
FRS3,-0.387206447,0.000148662
LMTK3,-0.386674085,0.012015046
MAST3,-0.386101672,0.025750008
TSNARE1,-0.386041852,0.000963214
PLA2G6,-0.385894403,0.030204494
RSAD2,-0.385644937,0.038240902
ZNF132,-0.385144533,0.003200551
VPS53,-0.385020597,0.000927099
SYNGAP1,-0.384730078,0.044947377
CITED4,-0.384428776,0.047330649
GPR173,-0.384260892,5.72E-05
SCAMP4,-0.38414868,0.023589217
ERF,-0.384137501,0.042939905
MICAL1,-0.383787613,0.016901377
KCNH2,-0.383539482,0.024970537
SOCS2-AS1,-0.383481159,0.030909902
FBXL6,-0.383349509,0.028160612
KLC2,-0.383334658,0.015925634
ACTR1B,-0.383268813,0.000122281
TMEM121,-0.383265095,0.019988457
TOP3A,-0.38311275,0.000273682
RELB,-0.382987683,0.042240219
GTPBP3,-0.382848468,0.000206207
NOL3,-0.382721829,0.039585812
DNMT3A,-0.382701122,0.014674843
UCK2,-0.382562641,0.000248839
TENM4,-0.382526301,0.008681926
PLEKHB2,-0.382408593,0.002283434
MEG3,-0.382077841,0.040927655
POLL,-0.381666178,1.92E-05
PPP1R12B,-0.381618367,0.004295883
PTCH2,-0.381375192,0.045877644
MAU2,-0.381310088,0.022788686
PRSS53,-0.381301161,0.048994648
THEM6,-0.381225837,8.63E-05
SLC45A1,-0.380892526,0.004963416
PRPF40B,-0.380207517,0.00550805
H6PD,-0.380174282,0.040414497
NDST1,-0.379901009,0.002818448
PORCN,-0.379818309,9.32E-05
LDB1,-0.379660599,0.020560808
ABLIM3,-0.379368765,0.013973623
GBA,-0.379091234,0.0054758
NRSN2,-0.378940645,0.017931399
SNHG28,-0.377888587,0.00025304
COPS7A,-0.377524581,0.000830979
ZNF512B,-0.377371654,0.00033958
EFHD2,-0.377225038,0.047193438
GSS,-0.377215602,0.000333933
PHACTR1,-0.376528204,0.03147253
QTRT1,-0.376484227,0.020050216
THBS3,-0.375615378,0.013628641
SLC25A25,-0.37539943,0.040026646
LYSMD4,-0.3751107,7.06E-05
SLC4A3,-0.374754693,0.023460034
MEF2D,-0.374474759,0.00614257
AGO1,-0.374409752,0.003372343
AP4B1,-0.37407035,3.54E-05
VARS2,-0.373243619,0.026160724
KLHL35,-0.373240161,0.017739485
ATG2A,-0.373121408,0.002804661
C20orf27,-0.372830276,0.02991115
RAD9A,-0.372486206,0.001631226
SMARCA4,-0.372441152,0.000987522
ZC3H7B,-0.372244442,0.008294848
CAMTA2,-0.372240417,0.009713714
JMJD4,-0.372134831,0.00054278
TTBK1,-0.371887554,0.018032193
BRSK1,-0.371696017,0.005715929
AVIL,-0.371542685,0.030402427
MMP15,-0.371414744,0.022349586
SLC9A8,-0.371079897,0.000305614
SLC2A11,-0.370860037,0.003891766
TRAPPC1,-0.370562023,0.003146606
ADAM15,-0.370513025,0.038845532
ANKRD13B,-0.370275644,0.020250167
INTS1,-0.370214575,0.005765717
FBXO9,-0.370188682,0.039510368
TMEM8B,-0.370017566,0.000212648
TTC39A,-0.369976404,0.049220767
ADAM19,-0.369910197,0.023970729
NIPSNAP1,-0.369781381,0.006221204
IFT27,-0.369669622,0.000104392
TIRAP,-0.369551307,0.023830053
STMN3,-0.369511039,0.014772026
SREBF2,-0.369191662,0.000369904
MIR9-1HG,-0.368688444,0.03049331
SIDT2,-0.368671862,0.008552572
ZDHHC8,-0.368549955,0.001831851
FAM160A2,-0.368144768,1.07E-06
MBLAC1,-0.367981268,0.031546314
TAB1,-0.367708208,0.001315862
QSOX1,-0.367683341,9.09E-06
BEND3,-0.36708223,0.042776224
ANAPC2,-0.367048157,0.011793111
NCLN,-0.366862774,0.00041137
TPCN2,-0.366860737,0.023950681
SPRYD3,-0.366793146,0.012226332
EFCAB6,-0.36672572,0.045128405
EME2,-0.36663455,0.035164602
FAM241B,-0.366559316,0.046900818
ZNF517,-0.36610957,9.63E-05
TELO2,-0.36610003,0.008316992
OTUD3,-0.364896491,0.00319553
ARSA,-0.364856429,0.005011804
HGSNAT,-0.36453486,0.000631711
TUBG1,-0.364455722,0.002329088
POLR2A,-0.364408103,0.010068389
REXO1,-0.36358596,0.005901422
ACLY,-0.363317763,0.00125626
ADCK1,-0.36315547,0.04175839
WDTC1,-0.36301935,0.003348342
PPP1R37,-0.362877371,0.000802255
TTC21A,-0.362807804,0.009240714
GSTO2,-0.36244679,0.013440195
HCN3,-0.362168499,0.032973056
GNG7,-0.362165497,0.016749266
MAPT,-0.361314503,0.002074347
GRM3,-0.360849947,0.014772026
DBNL,-0.360697187,3.11E-05
PLAGL1,-0.360562659,0.038447518
COLGALT2,-0.360547154,0.014772026
MFSD13A,-0.360452078,0.001775649
FAM219A,-0.359980925,8.75E-05
AMER1,-0.359953331,0.029319467
KLF16,-0.359834834,0.01572775
ZNF843,-0.359764727,0.004706104
HIC2,-0.359604132,0.026595935
PRRC2A,-0.359419735,0.008329144
CDK16,-0.359392494,0.004764805
MAGIX,-0.359118271,0.048271028
DYRK1B,-0.358967405,0.007486739
CAD,-0.358689182,0.014367404
OSGEP,-0.35868853,0.009811365
RRP12,-0.358540183,0.00404929
ADGRB2,-0.358416392,0.012614462
CEP131,-0.35811003,0.027754889
HPS6,-0.357463823,0.001549755
EFCAB11,-0.357091525,0.012686979
TRPC4AP,-0.356998701,0.000215084
WNK2,-0.35695051,0.029750355
DPH2,-0.356936521,1.74E-06
DGKZ,-0.35652911,0.030318519
RUSC2,-0.35639215,0.002100529
CES2,-0.356245254,0.003948773
TMEM175,-0.356079201,0.012524391
FEZ1,-0.355436534,0.027748493
SPPL2B,-0.35480429,0.010033026
SDK2,-0.354716875,0.044163916
DMWD,-0.354627832,0.001246424
DHX37,-0.354169877,0.00354312
SYMPK,-0.35385132,0.0059477
DIP2A,-0.35382698,0.018347243
MYADM,-0.353563809,0.000662836
TUBGCP6,-0.353532615,0.016235219
SLC38A7,-0.352715759,0.001132799
ASTN2,-0.352645712,0.000181481
NUMBL,-0.352575507,0.010570496
SLC39A3,-0.352004036,0.006661712
SMIM29,-0.351402825,0.010726423
AACS,-0.351037369,0.024422106
MAP11,-0.350991107,0.001708917
SGSH,-0.350921177,0.024072398
MAP7D1,-0.350538488,0.010677224
GPR85,-0.350019406,0.022997921
RAB4B,-0.349693455,0.03137469
SPOCK2,-0.349657616,0.016262574
AP2A1,-0.34964284,0.003816507
ZNF233,-0.349632225,0.021855087
LHFPL4,-0.349575851,0.034538806
CCDC65,-0.34833529,0.039401239
HECTD4,-0.348210987,0.035111117
INCA1,-0.348082438,0.02450744
PSEN2,-0.347055269,0.009811365
SDF4,-0.346890741,0.001646468
QPCTL,-0.346837325,0.002591816
ASL,-0.346556437,0.022910221
RAI1,-0.345408622,0.017179966
ALG12,-0.345339973,0.012524391
MBTPS2,-0.344735279,0.02035515
CORO2B,-0.344494599,0.000536525
SEMA7A,-0.344340663,0.02991115
TVP23A,-0.34363161,0.007752404
GPATCH4,-0.343621186,0.019343706
PCYT1B,-0.34335578,0.002794712
FOXK1,-0.343112349,0.003070736
CHMP6,-0.342944581,0.006992645
MAPK8IP2,-0.342768606,0.018003465
POP1,-0.342522431,0.002622522
EVL,-0.342519633,0.001321187
POLR1A,-0.342280976,0.001458278
HSPBP1,-0.342257811,0.010625051
RCCD1,-0.342017161,0.00116663
TRIM9,-0.341665072,0.005900902
AKAP6,-0.341322755,0.008784108
NFIX,-0.341281969,0.016749266
BYSL,-0.341233526,0.000251878
UNC79,-0.341159026,0.019707265
FZR1,-0.340775344,0.004963416
MPND,-0.340188263,0.009828215
PRMT7,-0.340061392,0.006497612
SH3PXD2A,-0.339795775,0.01147493
ARFGAP2,-0.339726248,4.77E-06
TBC1D13,-0.339340099,0.001965018
MANEAL,-0.339157821,0.005684706
FRMD8,-0.338940562,0.040175549
NT5M,-0.338539722,0.01643153
ZZEF1,-0.338294043,0.019103944
SH2B1,-0.338262707,0.001439782
HYOU1,-0.337924836,0.021000956
SCLT1,-0.33779197,0.012015046
VILL,-0.337309783,0.028006277
TMEM134,-0.337200672,0.021409468
TMEM177,-0.337011144,0.013621663
PNKP,-0.336949801,0.009713714
