gene,lfc,q
GRIA1,-0.42155795,0.022328381
FAM216A,-0.421539477,6.72E-04
ARFGEF3,-0.421486386,2.11E-03
ZNF280D,-0.421438869,0.000178118
LMBR1,-0.421252803,4.22E-05
FNDC9,-0.421076805,4.25E-02
NORAD,-0.421065701,3.17E-05
FANCM,-0.421029789,0.000952749
PPP2R2C,-0.420874884,0.000747388
BEX2,-0.420860705,0.001667752
CDC7,-0.420674115,0.003210263
BCAS2,-0.420536034,4.27E-04
EIF4G3,-0.420299897,8.14E-06
ARL1,-0.420254285,2.52E-05
LIN7A,-0.41982724,2.95E-02
FAM131A,-0.419805006,0.003539285
ZNF530,-0.419675268,0.000286182
CCNH,-0.419412693,4.28E-05
HPCA,-0.418774686,0.048456445
ANKMY2,-0.418734853,0.000853208
SNX4,-0.418719054,2.98E-05
BASP1,-0.418708551,4.18E-02
ZBTB8A,-0.418610624,0.000179647
ALDH1L2,-0.418466246,0.003617786
TBC1D19,-0.418337766,3.50E-04
CLCN4,-0.418330307,0.001160601
FBXL13,-0.418235224,0.042836471
WSB2,-0.418123954,9.41E-04
GUF1,-0.418038973,6.02E-05
CES2,-0.417958626,4.81E-05
CCSAP,-0.417845307,0.000101542
TTC3,-0.417626557,6.33E-05
THOC3,-0.417545949,0.010191328
NEMP2,-0.417363026,5.34E-05
CYCS,-0.417026766,0.008389465
NCKAP1,-0.416979283,0.001401312
MAPRE2,-0.416710906,1.47E-06
IBTK,-0.416501169,4.16E-05
C4orf33,-0.416493365,8.23E-05
LPGAT1,-0.416466797,4.55E-04
MAK16,-0.416416276,5.07E-07
FASTKD2,-0.416154383,6.52E-05
ASCL5,-0.416114844,0.028950982
FAT3,-0.416107782,0.028966936
SNX25,-0.416099912,0.001512254
LINC01128,-0.41609808,0.000712216
FOCAD,-0.415977478,0.002176713
SORBS2,-0.415867557,0.019122598
BMP2K,-0.415721734,0.00106507
STX17,-0.415607338,5.22E-05
TRAPPC11,-0.415509923,8.13E-05
AGBL3,-0.415248714,1.54E-03
OSBPL3,-0.415160831,0.003798687
ARHGEF3,-0.414989822,7.37E-03
DSTN,-0.414924231,0.004785393
SLC25A16,-0.414828207,1.90E-05
BAAT,-0.414774777,0.016238469
EIF1AX,-0.414399749,0.000743049
HSPA12A,-0.414146492,0.003170268
STOX2,-0.414041688,4.06E-05
AASDHPPT,-0.413998211,0.000892849
ABRACL,-0.413866623,0.031801226
PRKCI,-0.413791403,0.000218513
BRCC3,-0.413786463,0.0001364
AGL,-0.413552663,0.001793964
C2orf15,-0.413535982,0.003227912
C11orf80,-0.413307115,0.005731685
UBE2QL1,-0.413026688,0.048736995
CEP170,-0.412814085,0.000464369
UBAC2-AS1,-0.412404071,0.033157186
GLMN,-0.412293464,0.002632417
ASH1L-AS1,-0.412241278,0.0133059
JMJD1C,-0.412180035,0.004541552
STAM,-0.411437873,3.17E-06
RAB6B,-0.411417361,0.036878798
RPA3,-0.411208829,0.002095431
RNF11,-0.411127733,0.002392622
MRTFB,-0.410780368,0.028551032
IRAG2,-0.410746726,0.020973942
GTF2I,-0.410614414,0.047359479
C14orf132,-0.410612423,0.004016751
ZNF287,-0.410563052,0.001230379
APP,-0.409882762,8.62E-05
UTP23,-0.409506022,2.06E-05
MRPS16,-0.409490232,9.90E-06
SPATA2L,-0.409391804,7.67E-03
BICD1,-0.409286539,0.002056658
LINC00641,-0.409236898,9.84E-05
DGKE,-0.409168058,0.001586336
CMAS,-0.408950246,0.004213611
LYRM7,-0.408682197,1.07E-06
ARHGAP26,-0.408449998,0.008275645
ZC3H15,-0.408442029,0.000449363
TMEM121B,-0.408391094,0.006667555
PREP,-0.408384813,0.002297638
FAM135B,-0.408283721,0.01638248
UBE4A,-0.408103485,0.001593641
STRN,-0.408086938,0.010690432
SLC25A27,-0.408056613,0.000194391
EPB41L4B,-0.407814295,0.019644344
ATRN,-0.407615393,2.20E-05
STARD4,-0.407297252,0.003748953
LMO7,-0.406890073,0.012813583
YWHAH,-0.405626608,0.034867229
XRCC2,-0.40548909,0.020722338
POLR3F,-0.40496562,2.02E-05
MPC2,-0.404943144,0.001160601
EXOC3L1,-0.404878562,0.012411216
RNASEH1,-0.404188674,0.028060152
RNF175,-0.404144253,0.028676839
FAM174A,-0.40404418,0.00261301
AAGAB,-0.403847282,1.27E-03
ANXA6,-0.403744855,0.034739008
KHDRBS1,-0.403413898,7.77E-05
PLCH2,-0.403335633,1.44E-02
GPAT3,-0.403248417,0.041832847
ASH1L,-0.403042509,3.06E-05
CEP192,-0.403030073,0.007922105
EPS15,-0.402945025,5.39E-05
CNIH3,-0.402359619,0.019265161
LSM11,-0.402170727,0.0122195
SPIN4,-0.402123286,0.003328441
TMEM241,-0.401900649,0.010542005
COG1,-0.401899918,0.000940036
PKIA,-0.401738698,0.009460858
KIFBP,-0.401735565,1.75E-05
TOGARAM1,-0.401511918,0.000464023
DOCK3,-0.401494714,9.92E-05
TMEM128,-0.401368541,0.000978235
RUNDC3B,-0.401270032,0.011644121
DOCK4,-0.401147988,0.000385778
CPSF6,-0.400974474,0.000657237
DENND5B,-0.40052112,0.003390388
INSYN2A,-0.400215503,0.018809058
VPS35,-0.400195164,0.000403819
REXO5,-0.399861856,0.008027251
ZFYVE9,-0.399517224,0.003557601
BTBD3,-0.399252516,0.000553017
PPCS,-0.399093654,9.93E-05
PARG,-0.399043277,0.000372258
LAMTOR3,-0.398900741,0.000673996
TIPRL,-0.398786874,0.000616888
TTC9,-0.398619156,0.015423382
SEZ6L,-0.398476367,0.031335914
PPARGC1B,-0.39828283,0.018634922
NARS1,-0.398268018,3.85E-05
MTPN,-0.398189452,1.01E-03
PAQR3,-0.398101528,0.002617047
SORL1,-0.398052076,9.51E-05
ZNF132,-0.397277833,9.55E-05
ANAPC1,-0.3972432,3.62E-05
SMIM14,-0.397233392,5.30E-06
RTN3,-0.397200197,0.00168925
SGPP2,-0.397153823,0.038509551
PCNX2,-0.396368394,0.009872158
DNAJC27,-0.396356367,2.20E-05
KREMEN2,-0.396273344,0.04237675
ZNF324B,-0.395969636,0.004886578
HCG11,-0.395915377,6.07E-03
PPP3CA,-0.395809704,0.017486617
LOC100507156,-0.395720495,0.048746046
SPEF2,-0.39565001,0.014622579
RAD1,-0.395423556,0.000174344
PLS1,-0.39522727,0.013554552
CDK5R1,-0.395203577,0.01752896
LOC728485,-0.395043533,0.012883008
RIMS2,-0.394918698,0.025220578
HMGB3,-0.394812232,0.011049209
ERBB4,-0.394605801,0.002084462
DDX25,-0.394296182,0.007189576
RAPGEF2,-0.394174204,8.70E-04
PURA,-0.393940593,0.018075459
UQCRC2,-0.39385282,4.11E-05
AAK1,-0.393370249,0.001637352
FAM161B,-0.393260718,7.06E-04
RUNDC1,-0.392874871,0.000360939
USP14,-0.392694517,3.91E-05
ISM1,-0.392593393,0.039684439
GSTA4,-0.392593011,0.000136862
KIF2A,-0.392155942,0.003051899
ATP8A1,-0.39207791,0.010693843
GPALPP1,-0.392014441,6.61E-06
LGALSL,-0.391943123,0.003337443
TTC37,-0.391803278,0.000350945
SPCS3,-0.391712422,0.000294115
RALYL,-0.391479022,0.049443704
PTP4A1,-0.391208789,1.94E-03
CCSER2,-0.390985648,3.39E-06
PIAS2,-0.39093507,1.47E-05
ACVR1C,-0.390742185,0.036467997
GLCCI1,-0.390478967,0.002590439
LINC01534,-0.389918469,0.021502387
GRAMD1B,-0.389853386,0.044254771
PHF20L1,-0.389848282,0.000151914
NUDT7,-0.389796643,0.005855844
PDF,-0.389695294,4.39E-02
SLC4A1AP,-0.389499249,7.70E-05
SCHIP1,-0.389267445,3.76E-03
ABCA10,-0.389166923,0.00542143
ZNF214,-0.389150953,0.001450565
GHITM,-0.389047496,0.003194797
FANCD2,-0.388956153,0.00383148
MRPL3,-0.388380384,5.28E-05
FAM98B,-0.388168003,0.000241703
CCDC191,-0.388042583,0.003163148
TTC19,-0.387312146,0.000504675
SCG3,-0.386927005,0.018749983
NECAB1,-0.386743429,0.044179113
BTF3L4,-0.386611314,7.47E-05
CDC27,-0.386586367,2.89E-05
ZRANB2,-0.386505658,0.001896174
PDE3B,-0.386446553,0.040525866
BMPR2,-0.386309721,0.008052672
L3HYPDH,-0.385977945,0.000318732
RSRC1,-0.385956443,1.92E-05
F8,-0.385939517,0.009322404
PHACTR1,-0.385589629,0.018242147
TNFRSF11A,-0.385413821,0.028766993
KCNAB3,-0.385278289,0.03987295
KCNIP1,-0.385255232,0.007723259
PEG10,-0.385226687,0.018809058
CLK4,-0.385011269,0.007829032
LOX,-0.384975003,0.049478835
TCEAL5,-0.384907582,0.005755511
NPTXR,-0.384794072,0.033841261
LINC01963,-0.384568134,1.24E-02
PSMC1,-0.384400357,0.004099439
NAA25,-0.384348555,0.00431803
ORC6,-0.384321374,0.001347798
ARHGAP44,-0.384316901,2.14E-02
MFSD8,-0.384298513,0.000421131
SETBP1-DT,-0.38423489,0.04326226
VAMP4,-0.38362816,0.000190138
DENR,-0.383590783,0.001433085
GNAL,-0.383587127,0.02858177
CEP41,-0.383523703,6.63E-05
AKAP9,-0.383194717,0.000830679
VPS13A,-0.383134687,0.011438364
RAD18,-0.383080774,0.000103014
NUDT4,-0.382949332,0.028397731
SLC6A1,-0.382732947,0.000959711
ALDH1B1,-0.382582046,0.008222192
MTHFD1L,-0.382543298,0.00459758
MIR22HG,-0.382208355,0.036673398
PPP2R5E,-0.381981605,0.000703683
LYRM2,-0.381975375,4.28E-05
COPS8,-0.381925817,0.000690374
CCDC43,-0.381735239,3.59E-05
ZCWPW2,-0.381723472,0.020785495
NLGN4X,-0.381634637,0.001519144
CAPZA2,-0.381531887,0.021900945
TMEM177,-0.381401243,0.001535887
FAM155A,-0.381391249,0.022950571
ATP5F1B,-0.381311495,0.001437985
RELCH,-0.380990565,0.000395861
FBXL17,-0.380831341,0.011091968
PGK1,-0.380739788,0.010329969
B9D1,-0.380563366,2.83E-03
EPX,-0.380368795,0.037637452
ZDHHC17,-0.380350555,0.001335984
RAP1GDS1,-0.380273695,0.00020085
ENTPD4,-0.380050025,0.000581546
CCDC136,-0.380011339,0.014422004
SLC35A3,-0.379891081,0.006658131
TMEM30A,-0.37986359,0.000157078
GSTCD,-0.379847304,0.000731721
DHDDS,-0.379613339,0.006983984
FBXO36,-0.379467567,0.001526802
PWP1,-0.379407467,1.39E-05
MB21D2,-0.379327678,5.76E-03
PHKB,-0.379302538,4.56E-06
MAP2K4,-0.379036836,0.004571275
ZNF587,-0.378883753,0.000241703
CLOCK,-0.378039139,0.000210652
PARP2,-0.378006758,5.23E-05
NUDT12,-0.377957991,1.07E-02
INTS6L,-0.377657715,0.005576298
RBM25,-0.377453541,0.000222851
SPRY3,-0.377414265,0.012445269
GEN1,-0.37739019,0.000156641
ROCK2,-0.37731942,0.002069884
BPNT2,-0.377166713,5.17E-07
LRRC39,-0.376930837,0.000266578
MAPK10,-0.376788233,0.012074483
SLITRK5,-0.376767329,0.015874346
ASTN1,-0.37674615,0.012107986
RAB3GAP2,-0.376309807,6.39E-05
VAPB,-0.376087789,4.56E-06
TSPYL4,-0.376074055,0.003560863
CAMK1D,-0.375949391,0.037422366
TTC23L,-0.375910228,0.011768079
FABP3,-0.375844635,0.024570932
LINC01122,-0.375686094,0.009589327
BRINP1,-0.375616051,0.015048382
POLR3A,-0.375099524,0.001381563
DHX57,-0.37497834,2.38E-06
PPWD1,-0.374786667,1.75E-05
PNPO,-0.374506105,0.001892584
OTUD6B,-0.374497094,0.002656964
IFT81,-0.374473375,0.001479351
AP1S1,-0.374256032,1.45E-02
NUDT10,-0.374193624,0.041117306
ATCAY,-0.374180439,0.039879129
GPR85,-0.37410141,0.00756246
SMYD2,-0.374008447,0.03980386
UBA5,-0.373968699,0.000575543
PBX1,-0.373926861,0.000292945
ABCE1,-0.373912327,2.61E-05
FAM110C,-0.373832965,0.039142917
SLC25A4,-0.373806104,6.78E-03
AVL9,-0.373594532,0.000285048
FAM131B,-0.373586554,0.001260373
HIVEP1,-0.373323659,0.001479841
IMPACT,-0.373271391,8.76E-04
ULK4,-0.37320909,1.95E-02
SEL1L,-0.373077578,0.000174279
TMEM161B,-0.37304201,0.001582302
GDPD1,-0.372981794,0.002566476
IFT22,-0.372824579,0.001714779
RIC1,-0.372653758,0.000503071
SUSD4,-0.372550848,0.043928551
SCFD2,-0.371914342,1.76E-05
ECT2,-0.37177172,0.011560007
BEX1,-0.371682621,0.025500981
SLC24A2,-0.371524135,0.005432271
GOLGA8A,-0.371437474,0.007657197
BBOF1,-0.371311015,0.000285048
LRRK2,-0.371247552,0.02749265
TOMM40L,-0.371037713,0.004749474
AGA,-0.370852233,0.025947854
POLR3B,-0.370767548,6.16E-06
ATP6V1E1,-0.370320008,0.00151221
MRPL32,-0.37016243,1.14E-05
ORC3,-0.370133052,5.95E-06
MAN1A2,-0.369897058,0.000598933
TDP1,-0.369649647,2.31E-05
ZNF491,-0.36964407,0.030004557
RAB11A,-0.369550538,0.000534435
CELF2,-0.369528938,0.012049902
TMA16,-0.369466827,0.008768428
BAG4,-0.369259928,0.008759554
PIK3C3,-0.368605462,4.76E-06
UBR1,-0.368320005,0.000321103
MYO16,-0.368113345,0.043920176
PLS3,-0.367885397,0.002796118
INSM1,-0.367870522,0.026657762
MBD5,-0.367763154,5.81E-05
ANKHD1,-0.367762588,0.013028623
KCNS3,-0.367534009,0.043364406
VIPR1,-0.367360075,0.017750476
PRKG2,-0.367310431,0.032225444
SPIN3,-0.367220355,0.006134573
BHLHB9,-0.367194615,0.006232728
CYFIP2,-0.367120603,0.00777726
VDAC1,-0.367118537,0.004098131
SLC9B2,-0.366812342,0.029645741
GIT2,-0.366810735,0.006268488
WARS2,-0.366788223,0.001131815
EML1,-0.366704817,0.012968885
AREL1,-0.366672718,1.80E-06
BTBD1,-0.366645985,0.001336707
SLC25A14,-0.366480975,0.001244492
GTF2H4,-0.3659169,0.01098112
UBE2D1,-0.365604549,0.020712095
LRRC75A,-0.365399999,2.29E-02
PPM1A,-0.365392694,1.09E-03
RTF1,-0.365301309,0.001320506
STXBP6,-0.365219972,0.023466466
PLD5,-0.365175828,0.020929758
PLRG1,-0.364987844,6.36E-06
CXorf56,-0.364820612,5.02E-05
EXO5,-0.364665953,0.001382791
TRIM44,-0.364619932,0.000175025
SPIN1,-0.364477134,0.00011489
MMP24,-0.364449087,0.048557174
ZNF23,-0.364320273,0.043944373
ANKS1B,-0.364124031,1.40E-03
ATXN7L3B,-0.364024158,0.000138561
TIA1,-0.364008188,0.003473968
FBXW2,-0.363569831,1.91E-06
CAND1,-0.363553443,0.000285048
LANCL2,-0.363427773,2.40E-05
C1QTNF2,-0.363389037,0.01868574
ENPP5,-0.363000974,0.023660093
HDX,-0.362959996,0.002113741
CASD1,-0.362890965,0.000633846
CDK20,-0.362799327,0.007211281
CUL2,-0.362797417,9.95E-05
ACSL3,-0.362548323,0.001031719
EID1,-0.362450673,0.002833156
PI4KA,-0.362347085,0.030929088
CENPBD1,-0.362208636,0.005677559
SKP1,-0.362194504,0.00210925
TRPM3,-0.361956477,0.036432676
FTO,-0.361928013,8.20E-06
BECN1,-0.361655204,0.005021053
WDR44,-0.361558857,0.000876137
TRIM32,-0.3615245,3.95E-03
OAT,-0.361395294,0.00144084
DDX28,-0.361374517,0.001840358
ORC5,-0.361343275,0.001093015
LARP1B,-0.360924142,3.68E-04
PGRMC1,-0.360805177,0.003273529
LRRN3,-0.36079854,0.044028045
ZNF10,-0.360726705,0.000759414
TNR,-0.36070608,0.008955042
ACTN2,-0.360678338,0.003461094
CNTN1,-0.360610997,0.007931432
BNIP3L,-0.360577768,1.85E-03
COG6,-0.360428822,0.000150916
MAGEH1,-0.360197851,0.000818343
ENPP3,-0.360120885,1.92E-02
ZNF236,-0.359982395,2.02E-06
GTF2A1,-0.35997878,0.002198741
AK5,-0.359923012,0.020107949
ORC4,-0.35986613,0.000877702
LOC339874,-0.359816788,0.010932438
ZNF540,-0.359785779,0.000191529
SMAP2,-0.359675288,0.002515516
COA1,-0.359653735,2.68E-06
TOM1L1,-0.359553835,0.008878718
SLC1A1,-0.359272067,0.025373018
PTGES3L,-0.359148067,0.020397696
REV3L,-0.359035473,0.008217165
EEA1,-0.358923517,0.007961029
CLBA1,-0.358840927,0.010385749
CCNYL1,-0.358806115,0.001282053
TTC21B,-0.358605402,8.12E-05
SLX4,-0.358214,0.049570718
FAM78B,-0.358139327,0.030045969
ACTR3C,-0.358068454,0.044399759
DDX1,-0.358056173,0.000416466
PSPC1,-0.357914188,8.20E-06
TMEM231,-0.357853712,0.000540079
VPS4B,-0.357611808,0.000270483
EID2,-0.357477197,2.40E-03
NNT,-0.357450311,0.002056893
PIK3R4,-0.357090425,1.63E-05
LOC101927402,-0.357043824,0.021171461
PIGK,-0.3570363,0.002055728
SRFBP1,-0.356994699,2.01E-03
CDKN2AIPNL,-0.35692385,0.006596652
UMAD1,-0.356751302,0.00866907
ENOPH1,-0.356691586,0.000364811
LDLRAD4,-0.356674294,0.028167477
LAPTM4B,-0.356456963,0.000354464
CHP1,-0.356314764,0.000500433
AK8,-0.356053897,0.011852113
TUBE1,-0.355958657,0.001532117
EHD3,-0.355951106,0.027303767
TATDN3,-0.355873357,0.000100337
GTPBP10,-0.355741445,2.24E-05
ENO2,-0.355477956,2.58E-02
ZNF843,-0.355119959,0.000992249
DZIP3,-0.355057788,0.000503828
ZNF134,-0.355010154,0.003480874
ARL2BP,-0.354948347,0.018598701
YTHDC2,-0.354800586,0.000731721
MSH3,-0.354014282,0.000347336
TUBA1A,-0.354004147,0.027512508
FAM90A1,-0.353958108,0.020625068
SMIM13,-0.353944893,0.003509554
AMIGO1,-0.353686785,0.024026819
GPR176,-0.353623223,0.041104368
SRSF12,-0.353502229,0.015413487
CYB561D2,-0.353145405,0.00533428
SLC10A5,-0.353095358,0.029333192
CAB39,-0.352970622,0.002667424
OCIAD1,-0.352893094,0.001305489
JAKMIP1,-0.352684592,0.044671348
PID1,-0.352652509,0.046790699
RMDN2,-0.352568092,0.011317444
KRR1,-0.352523379,0.000578888
ADAM17,-0.352432899,0.005793791
PPP1R12B,-0.352367151,0.001022185
KLHL41,-0.352242133,0.021429594
BCAP29,-0.352214367,0.001833726
HSD17B12,-0.352179642,0.001748424
KAZN,-0.352024636,0.005997052
FAM20B,-0.351558214,2.94E-04
ANK2,-0.351253868,0.000113299
USP33,-0.351022162,5.04E-05
ZNF223,-0.350649895,2.43E-03
GMPS,-0.350450119,7.29E-05
SLC9A6,-0.350392653,0.005942213
TMEM268,-0.350371489,2.36E-02
FIGNL1,-0.3503327,0.001156975
SRP72,-0.350244332,9.23E-05
CCDC91,-0.349858463,0.002158386
MECR,-0.34965447,0.001181432
HR,-0.349415783,1.12E-02
TMEM18,-0.349262467,0.000301417
FBN1,-0.349195726,4.55E-03
STX12,-0.348912715,4.52E-05
TRMT10C,-0.348790575,0.016427867
NIPA2,-0.347967924,0.002727505
LCLAT1,-0.347869988,0.005684254
NIPSNAP3B,-0.347601707,0.024120414
GPM6A,-0.347566805,0.032136934
THNSL1,-0.347542088,0.00031444
SACS,-0.347530737,0.00133977
C3orf14,-0.34733034,0.01049635
POLR3C,-0.347314326,0.002644346
MASTL,-0.347175937,0.003508469
SPRN,-0.346812076,0.015638957
RRM2B,-0.346781773,0.000669871
SPRYD7,-0.346465001,0.00195373
SEH1L,-0.34643943,0.00044501
SRP19,-0.346340005,0.007604258
ZNF497,-0.346145026,0.007391474
DLG2,-0.346131727,0.000208396
PTPRM,-0.346013102,0.003811948
CHMP2B,-0.34582848,0.006389961
SLC37A3,-0.345718098,7.91E-05
TOPBP1,-0.345660753,0.000161926
PRKCZ,-0.345533933,3.22E-03
USO1,-0.345463804,0.000135169
SLC25A12,-0.345457088,0.017496111
SMYD3,-0.345362623,8.43E-03
VKORC1L1,-0.345256141,0.00038697
DNAL1,-0.345224035,0.001018823
TRMT61B,-0.345145537,0.000507403
PSMA5,-0.34506736,0.000366911
LOC100128398,-0.34474703,0.003931703
NDUFC2,-0.344735681,0.012484888
RRM1,-0.344718177,0.001064694
ZMAT1,-0.344633599,0.037080729
LRP11,-0.344606085,0.00042732
PLAA,-0.344546058,4.24E-06
CHCHD7,-0.344451872,0.000453289
CHMP5,-0.34433695,2.26E-04
ARMC8,-0.343994271,0.001033396
MAPK1,-0.343914117,1.71E-03
SFXN2,-0.343632441,0.006699672
PPP3R1,-0.34312672,0.025480708
AGGF1,-0.34312373,0.000421784
RPAP3,-0.342847941,0.000239798
NDUFA9,-0.342619468,4.63E-05
FEN1,-0.342575698,3.85E-03
NICN1,-0.342537781,0.003251345
PDHX,-0.34251588,0.001034676
TADA1,-0.342502553,0.001312234
NAPEPLD,-0.342477931,0.001723287
C12orf4,-0.342429015,0.001023129
HLCS,-0.342214983,0.000699445
UBP1,-0.342067866,3.52E-05
ADO,-0.342028866,0.000491853
GPHN,-0.342024448,0.000180193
CDK17,-0.341837328,0.0046107
LINC01003,-0.341627036,0.010721651
RALGAPA1,-0.341291487,0.000964556
KIF24,-0.341277944,0.03934146
ZNF667,-0.341124049,4.84E-05
SCAMP1-AS1,-0.340995725,0.012342756
TBCEL,-0.340692867,5.20E-05
BICRAL,-0.340626382,0.000356673
USP25,-0.340620675,0.005470031
IDI1,-0.340600168,0.008365988
TPM1,-0.340549104,0.039763832
ATP6V0E2,-0.34052609,2.13E-03
MIS18BP1,-0.340470654,0.016497487
LRP1B,-0.340463547,0.020256282
KLF9,-0.340277886,0.015133179
KLHDC1,-0.340263154,0.002736396
PDE8B,-0.340114329,0.009315097
TLN2,-0.340094865,0.004525986
TOP2B,-0.340062234,3.12E-05
ZNF554,-0.339809958,0.000954382
DDX10,-0.33966849,0.000177569
GSTZ1,-0.339635529,0.013294101
LOC100506282,-0.339552652,0.021482756
IMMT,-0.338490006,3.12E-05
RLF,-0.338461992,0.000130502
ELAPOR1,-0.338295412,0.013678493
NT5DC1,-0.33805897,0.035878674
MOCS3,-0.337578978,0.001432733
PHLPP2,-0.337564296,0.003120107
KBTBD8,-0.337426394,0.011227693
DEPDC5,-0.337413785,0.005375166
ADARB1,-0.337240238,0.047387099
DUSP3,-0.33722497,0.0028503
AFAP1,-0.337213176,0.00342603
PLEKHA5,-0.337185287,0.016620562
VTI1A,-0.337126456,0.001131735
NOS1,-0.337030969,0.039063534
CYP17A1,-0.33694189,0.022328381
XPO4,-0.336935187,0.001914299
ZNF559,-0.336567297,0.002018239
TAF9B,-0.336399618,0.000386625
GRID2,-0.33633409,0.01456091
RAD50,-0.336015164,0.000113299
BORCS5,-0.335963334,0.00102538
MRPS23,-0.335912134,0.000320791
HMGN4,-0.335753417,0.000314029
SEMA6D,-0.335715624,0.000532437
LINC00863,-0.335641435,0.046660951
GLIPR1,-0.335605662,0.039014095
NUBPL,-0.334916846,0.005679206
RNGTT,-0.334678795,0.000149397
ADGRL3,-0.334675018,0.009299489
GTF2H5,-0.334653377,1.82E-06
VAMP7,-0.334265361,0.000308177
RABGAP1L,-0.334194438,0.000603639
ZNF510,-0.334137995,0.000338444
RAP2A,-0.333967635,0.010969524
MOSMO,-0.333883616,0.018075459
SRD5A3,-0.33384729,0.011123634
TXNDC16,-0.333700095,0.001345958
ME3,-0.333605777,0.026342161
DZANK1,-0.333514992,0.000102752
RNLS,-0.333295021,0.001380942
TMEM183A,-0.333064748,4.77E-03
AUH,-0.332946327,9.05E-04
ZBTB24,-0.332458285,0.000275971
RPS6KL1,-0.33213582,0.008210547
RTCA,-0.331943314,0.000255068
CHAF1B,-0.331907432,0.011060262
PRKDC,-0.331258711,0.00044549
IREB2,-0.331240792,0.00133977
SMC2,-0.330874156,0.004016751
C1orf216,-0.330733088,0.045670182
PHTF1,-0.330630235,0.012780286
PSIP1,-0.330280867,7.51E-05
NBN,-0.330209007,0.000986614
CYP2E1,-0.33011375,0.016196393
PEX1,-0.330102127,0.005706884
ZNF169,-0.329839725,0.000279117
CXADR,-0.329504474,1.58E-02
NGRN,-0.329108352,0.015008717
ZKSCAN7,-0.328953447,0.000888751
CSNK1A1,-0.328917287,0.0029202
INSIG2,-0.328854199,0.003551116
BEX4,-0.328768426,0.000320791
METTL2A,-0.328724384,2.79E-05
LOC115308161,-0.328598189,0.018742414
NCAM2,-0.328413435,0.019903797
PCNP,-0.328241563,0.003183201
VPS41,-0.328104099,0.000924088
ACAT2,-0.32795216,0.011477805
RBM12,-0.327847531,0.001180136
ARFGEF1,-0.327792634,8.57E-05
WDR3,-0.327484417,0.000235561
LOC403312,-0.327306558,0.011799228
ZNF583,-0.327251671,3.21E-05
PPARGC1A,-0.327180348,0.023285259
GLB1L2,-0.327098663,0.045353457
PARP11,-0.327038825,0.001142191
ZNF184,-0.326885991,0.02283315
FAM217B,-0.326822496,0.007140564
ENSA,-0.326795467,3.26E-03
SEC61A2,-0.326615016,0.00018895
FAM13C,-0.32655258,0.026994103
SAXO2,-0.326502749,0.02036217
ATP6V1D,-0.326395433,0.00663269
NKAIN2,-0.326286388,0.040954986
PCNX1,-0.326219038,0.00053894
RALB,-0.326218335,0.025208594
VPS29,-0.326196275,0.007601937
TMEM242,-0.32595761,0.001268205
ACLY,-0.325945521,0.000731721
COPS7A,-0.325828524,0.003806459
POLR2B,-0.325478023,6.33E-04
SV2A,-0.325418813,0.036362033
SYT14,-0.325097802,0.022080852
SYTL2,-0.325080441,0.047212663
POLR3G,-0.325039163,0.003851769
ALMS1,-0.324907535,0.035966969
SEMA5A,-0.324867932,0.006729914
AZIN2,-0.324777476,0.006037694
TSPAN5,-0.324547471,0.000686064
TMEFF2,-0.324497231,0.041949697
ANKRD29,-0.324007959,0.024283471
RPL7L1,-0.323704102,3.89E-05
THOC7,-0.323415355,0.003776078
GTF2H3,-0.323278501,0.000129089
ASTE1,-0.323220616,7.57E-05
C6orf120,-0.32308964,0.001714779
ACP2,-0.322931958,0.011097436
ZNF33A,-0.322814684,5.06E-03
ATP5PB,-0.32265981,0.000281842
DDX24,-0.322426125,0.003196769
RBBP9,-0.321891745,8.71E-06
VXN,-0.321779492,0.008984839
GARS1,-0.321757807,0.003174396
ARL15,-0.321695519,0.028486778
ZNF780B,-0.321332835,0.001010689
RNPC3,-0.321256986,0.014182178
SPCS1,-0.320986565,7.84E-05
EXOC1,-0.320930941,0.000138691
HDHD2,-0.320876478,1.68E-04
TRIM45,-0.320875111,0.003328453
CAPRIN2,-0.320809515,1.70E-03
CHMP6,-0.320446577,0.005365022
COX11,-0.32005248,3.16E-06
ZNF180,-0.319901867,0.001615504
KIF3B,-0.319773731,0.003473968
LDHA,-0.31976668,0.049543858
ALDH5A1,-0.319737418,0.005981251
SRBD1,-0.319565007,0.004715842
LIN54,-0.319475915,0.002107298
DMAC2L,-0.319382661,1.03E-05
ACTR6,-0.319382233,0.003977937
PPP1R12A,-0.319079967,0.002291434
BAIAP2-DT,-0.31904131,0.010769344
TMEM106B,-0.318895999,0.032662067
TLK1,-0.318827795,0.002161595
MAP3K12,-0.318715503,0.023400799
PBLD,-0.318585796,0.019989776
ZC3H12B,-0.318534441,0.001546701
SLC24A1,-0.318483735,0.002575699
SMARCA2,-0.318461844,0.001178851
CBWD1,-0.318365643,0.027216247
RRAGB,-0.318285968,0.001559554
LINC00909,-0.318082831,0.008318357
FUT9,-0.3180656,0.034934821
TMEM14A,-0.318059878,0.041949697
ADAT1,-0.318059185,0.001003914
ATRX,-0.317866281,0.005699751
TSPYL1,-0.317597587,0.046810273
SARAF,-0.31731224,0.00717541
FBXO22,-0.317182614,0.000269595
RMND1,-0.317018022,0.005456587
TRIM2,-0.316936444,0.009028818
ATE1,-0.31687028,0.000371962
VBP1,-0.316863787,0.00573545
TTN,-0.316793106,0.00557023
GNPTAB,-0.316762322,0.001177055
